,date,home,home_score,away,away_score,winner
22850,2019-03-02,James Madison,66,William & Mary,70,William & Mary
22851,2019-03-02,Drexel,66,Northeastern,90,Northeastern
22852,2019-03-02,Bethune-Cookman,98,S. Carolina St.,95,Bethune-Cookman
22853,2019-03-02,Richmond,66,VCU,69,VCU
22854,2019-03-02,Sam Houston State,64,UCF,69,UCF
22855,2019-03-02,Charleston,70,UNCW,61,Charleston
22856,2019-03-02,Wagner,60,Robert Morris,69,Robert Morris
22857,2019-03-02,East Tenn. St.,81,Western Caro.,74,East Tenn. St.
22858,2019-03-02,Montana State,84,Northern Ariz.,73,Montana State
22859,2019-03-02,Illinois-Chicago,57,East Tennessee State,63,East Tennessee State
22860,2019-03-02,Mercer,47,UNCG,74,UNCG
22861,2019-03-02,LIU Brooklyn,81,Bryant University,65,LIU Brooklyn
22862,2019-03-02,Nicholls State,70,New Orleans,80,New Orleans
22863,2019-03-02,UT Martin,91,East Tennessee State,86,UT Martin
22864,2019-03-02,Central Mich.,68,Toledo,80,Toledo
22865,2019-03-02,UNC Asheville,74,High Point,79,High Point
22866,2019-03-02,South Dakota,78,North Dakota,63,South Dakota
22867,2019-03-02,Western Mich.,58,Ball State,60,Ball State
22868,2019-03-02,Hartford,82,Albany,80,Hartford
22869,2019-03-02,Purdue Fort Wayne,66,North Dakota,69,North Dakota
22870,2019-03-02,Northern Iowa,72,Rutgers,86,Rutgers
22871,2019-03-02,Southeastern La.,69,N'western St.,55,Southeastern La.
22872,2019-03-02,Saint Joseph's (PA),72,La Salle,62,Saint Joseph's (PA)
22873,2019-03-02,Ga. Southern,81,Central Arkansas,70,Ga. Southern
22874,2019-03-02,Central Ark.,55,Abilene Christian,67,Abilene Christian
22875,2019-03-02,Eastern Wash.,68,Portland,66,Eastern Wash.
22876,2019-03-02,South Dakota,86,Illinois-Chicago,66,South Dakota
22877,2019-03-02,Mississippi Val.,60,Jackson State,57,Mississippi Val.
22878,2019-03-02,Lamar,81,SFA,79,Lamar
22879,2019-03-02,North Texas,64,Vanderbilt,57,North Texas
22880,2019-03-02,Colorado,71,Utah Valley,63,Colorado
22881,2019-03-02,Brown,75,Cornell,51,Brown
22882,2019-03-02,SIUE,72,Jacksonville State,97,Jacksonville State
22883,2019-03-02,Savannah State,76,Howard,81,Howard
22884,2019-03-02,Wyoming,72,Air Force,80,Air Force
22885,2019-03-02,Alabama State,68,North Texas,78,North Texas
22886,2019-03-02,Clemson,79,North Carolina State,81,North Carolina State
22887,2019-03-02,Youngstown St.,80,Cleveland State,89,Cleveland State
22888,2019-03-02,Loyola Chicago,81,Bradley,68,Loyola Chicago
22889,2019-03-02,Norfolk State,72,Coppin State,38,Norfolk State
22890,2019-03-02,Georgetown,77,Seton Hall,71,Georgetown
22891,2019-03-02,Southern Univ.,61,Alcorn State,46,Southern Univ.
22892,2019-03-02,Kentucky,77,Morehead State,78,Morehead State
22893,2019-03-02,Alabama State,65,Prairie View A&M,72,Prairie View A&M
22894,2019-03-02,UMKC,70,UTRGV,75,UTRGV
22895,2019-03-02,California Baptist,76,Washington State,69,California Baptist
22896,2019-03-02,Loyola (Md.),92,Lehigh,73,Loyola (Md.)
22897,2019-03-02,Dartmouth,51,Penn State,65,Penn State
22898,2019-03-02,Yale,75,Columbia,83,Columbia
22899,2019-03-02,Milwaukee,62,Wright State,65,Wright State
22900,2019-03-02,Harvard,66,Princeton,58,Harvard
22901,2019-03-02,Vermont,56,Stony Brook,50,Vermont
22902,2019-03-02,Southeast Mo. St.,66,Belmont,84,Belmont
22903,2019-03-02,Alabama State,77,North Texas,63,Alabama State
22904,2019-03-02,Murray State,94,Austin Peay,83,Murray State
22905,2019-03-02,Pepperdine,72,Pacific,73,Pacific
22906,2019-03-02,Sam Houston State,86,McNeese State,65,Sam Houston State
22907,2019-03-02,Cincinnati,71,Memphis,69,Cincinnati
22908,2019-03-02,Kansas,66,Baylor,60,Kansas
22909,2019-03-02,Incarnate Word,72,North Texas,74,North Texas
22910,2019-03-02,UC Riverside,47,UC Irvine,68,UC Irvine
22911,2019-03-02,Florida,55,Georgia Southern,61,Georgia Southern
22912,2019-03-02,Ark.-Pine Bluff,70,Grambling State,66,Ark.-Pine Bluff
22913,2019-03-02,Utah Valley,81,Nevada,76,Utah Valley
22914,2019-03-02,Grand Canyon,73,CSU Bakersfield,69,Grand Canyon
22915,2019-03-02,Montana State,70,Utah Valley,54,Montana State
22916,2019-03-02,Northern Colo.,71,Idaho,62,Northern Colo.
22917,2019-03-02,BYU,87,San Diego,73,BYU
22918,2019-03-02,Portland,62,Santa Clara,78,Santa Clara
22919,2019-03-02,UC Davis,66,CSU Fullerton,59,UC Davis
22920,2019-03-02,Oregon,73,Arizona,47,Oregon
22921,2019-03-02,St. Mary's (Cal.),55,Gonzaga,69,Gonzaga
22922,2019-03-02,New Mexico State,77,Colorado,65,New Mexico State
22923,2019-03-02,Idaho,94,Sacramento St.,90,Idaho
22924,2019-03-02,San Diego,84,San Jose State,56,San Diego
22925,2019-03-02,Cal Baptist,63,Utah Valley,64,Utah Valley
22926,2019-03-02,Long Beach St.,94,Cal Poly,85,Long Beach St.
22927,2019-03-02,UNLV,85,Boise State,81,UNLV
22928,2019-03-03,UConn,60,Florida,58,UConn
22929,2019-03-03,FIU,83,Louisiana Tech,76,FIU
22930,2019-03-03,DePaul,92,St. John's ,83,DePaul
22931,2019-03-03,Charlotte,68,UTEP,58,Charlotte
22932,2019-03-03,St. Peter's,62,Fairfield,52,St. Peter's
22933,2019-03-03,Louisville,75,Notre Dame,61,Louisville
22934,2019-03-03,Temple,80,Tulane,69,Temple
22935,2019-03-03,Niagara,65,Siena,72,Siena
22936,2019-03-03,SMU,55,Wichita State,67,Wichita State
22937,2019-03-03,Quinnipiac,58,Manhattan,62,Manhattan
22938,2019-03-03,Marist,64,Rider,75,Rider
22939,2019-03-03,Louisiana Tech,80,Appalachian St.,90,Appalachian St.
22940,2019-03-03,Western Ky.,76,Southern Miss,71,Western Ky.
22941,2019-03-03,Marquette,60,Creighton,66,Creighton
22942,2019-03-03,Rice,67,Middle Tenn.,61,Rice
22943,2019-03-03,UTSA,76,UAB,70,UTSA
22944,2019-03-03,Maryland-Eastern Shore,62,Michigan State,69,Michigan State
22945,2019-03-03,North Texas,82,Marshall,85,Marshall
22946,2019-03-03,Stanford,61,Washington State,62,Washington State
22947,2019-03-03,Tulsa,91,East Carolina,78,Tulsa
22948,2019-03-03,Georgia Southern,81,Boston College,78,Georgia Southern
22949,2019-03-03,Illinois-Chicago,81,Northwestern State,76,Illinois-Chicago
22950,2019-03-03,Oregon,71,Arizona,74,Arizona
22951,2019-03-04,FGCU,78,NJIT,83,NJIT
22952,2019-03-04,Florida,76,Alabama State,66,Florida
22953,2019-03-04,Liberty,72,Jacksonville State,58,Liberty
22954,2019-03-04,Syracuse,53,Virginia Tech,79,Virginia Tech
22955,2019-03-04,Delaware State,66,Norfolk State,74,Norfolk State
22956,2019-03-04,UMES,78,Morgan State,73,UMES
22957,2019-03-04,Lipscomb,86,Kennesaw State,71,Lipscomb
22958,2019-03-04,Mississippi Val.,75,Grambling State,77,Grambling State
22959,2019-03-04,Ark.-Pine Bluff,56,Jackson State,57,Jackson State
22960,2019-03-04,Alabama State,61,North Texas,66,North Texas
22961,2019-03-04,Montana State,66,Northern Ariz.,64,Montana State
22962,2019-03-04,North Texas,70,North Texas,51,North Texas
22963,2019-03-04,TCU,52,Kansas,64,Kansas
22964,2019-03-04,Alabama State,69,Prairie View A&M,96,Prairie View A&M
22965,2019-03-04,Montana State,90,Utah Valley,83,Montana State
22966,2019-03-04,Idaho,78,Weber State,74,Idaho
22967,2019-03-05,Butler,71,Xavier,66,Butler
22968,2019-03-05,Binghamton,58,Albany,73,Albany
22969,2019-03-05,Ohio,79,Buffalo,82,Buffalo
22970,2019-03-05,Ohio,66,Kent State,75,Kent State
22971,2019-03-05,Hartford,63,Stony Brook,68,Stony Brook
22972,2019-03-05,Louisiana-Lafayette,74,Holy Cross,79,Holy Cross
22973,2019-03-05,Duke,71,Wake Forest,70,Duke
22974,2019-03-05,Hampton,77,Longwood,71,Hampton
22975,2019-03-05,Boston U.,71,Loyola (Md.),63,Boston U.
22976,2019-03-05,New Hampshire,60,Maine,53,New Hampshire
22977,2019-03-05,Saint Joseph's (PA),85,Rhode Island,86,Rhode Island
22978,2019-03-05,North Texas,54,South Carolina,71,South Carolina
22979,2019-03-05,Florida,73,Virginia Tech,64,Florida
22980,2019-03-05,Charleston,71,S.C. Upstate,52,Charleston
22981,2019-03-05,Toledo,76,Western Mich.,57,Toledo
22982,2019-03-05,Central Mich.,86,Northern Ill.,89,Northern Ill.
22983,2019-03-05,Eastern Mich.,68,Ball State,61,Eastern Mich.
22984,2019-03-05,Mich. St. ,91,Nebraska-Omaha,76,Mich. St. 
22985,2019-03-05,Presbyterian,106,UNC Asheville,59,Presbyterian
22986,2019-03-05,Akron,91,Bowling Green,67,Akron
22987,2019-03-05,Vermont,74,Mass.-Lowell,57,Vermont
22988,2019-03-05,George Mason,36,VCU,71,VCU
22989,2019-03-05,Abilene Christian,72,SFA,58,Abilene Christian
22990,2019-03-05,Boston College,66,North Carolina State,79,North Carolina State
22991,2019-03-05,Wright State,71,IUPUI,56,Wright State
22992,2019-03-05,Miami (Fla.),76,Pittsburgh,63,Miami (Fla.)
22993,2019-03-05,Green Bay,82,UIC,77,Green Bay
22994,2019-03-05,Minnesota,73,Purdue Fort Wayne,69,Minnesota
22995,2019-03-05,Colorado,96,Utah Valley,100,Utah Valley
22996,2019-03-05,Alabama State,60,Auburn,66,Auburn
22997,2019-03-05,East Tennessee State,71,Mississippi St.,54,East Tennessee State
22998,2019-03-05,Oklahoma State,81,Kansas,68,Oklahoma State
22999,2019-03-05,Mississippi State,76,Kentucky,80,Kentucky
23000,2019-03-05,Wichita State,72,East Carolina,55,Wichita State
23001,2019-03-05,Air Force,79,Nevada,90,Nevada
23002,2019-03-06,Sacred Heart,62,LIU Brooklyn,71,LIU Brooklyn
23003,2019-03-06,Seton Hall,73,Marquette,64,Seton Hall
23004,2019-03-06,Georgia Southern,39,Missouri,64,Missouri
23005,2019-03-06,Marshall,94,FIU,78,Marshall
23006,2019-03-06,Robert Morris,69,St. Francis (B'klyn),65,Robert Morris
23007,2019-03-06,Dayton,70,La Salle,39,Dayton
23008,2019-03-06,Virginia Tech,90,Northern Iowa,75,Virginia Tech
23009,2019-03-06,Rutgers,65,Penn St.,66,Penn St.
23010,2019-03-06,Davidson,64,St. Bonaventure,46,Davidson
23011,2019-03-06,Fairleigh D'son,84,Wagner,46,Fairleigh D'son
23012,2019-03-06,Kentucky,99,Detroit Mercy,88,Kentucky
23013,2019-03-06,Old Dominion,52,Southern Miss,59,Southern Miss
23014,2019-03-06,Florida,78,LSU,79,LSU
23015,2019-03-06,Florida,69,Louisiana Tech,72,Louisiana Tech
23016,2019-03-06,Oakland,88,Youngstown St.,84,Oakland
23017,2019-03-06,Fordham,67,Washington State,56,Fordham
23018,2019-03-06,Charlotte,70,Rice,79,Rice
23019,2019-03-06,Massachusetts,87,Richmond,79,Massachusetts
23020,2019-03-06,St. Francis (Pa.),67,Bryant University,63,St. Francis (Pa.)
23021,2019-03-06,Morehead State,72,SIUE,68,Morehead State
23022,2019-03-06,Western Ky.,76,UTSA,81,UTSA
23023,2019-03-06,McNeese State,50,North Texas,59,North Texas
23024,2019-03-06,Sam Houston State,87,Central Ark.,91,Central Ark.
23025,2019-03-06,Saint Louis,85,Duquesne,75,Saint Louis
23026,2019-03-06,Creighton,76,Providence,70,Creighton
23027,2019-03-06,Nicholls State,83,N'western St.,60,Nicholls State
23028,2019-03-06,Southeastern La.,81,New Orleans,67,Southeastern La.
23029,2019-03-06,Sam Houston State,118,Incarnate Word,111,Sam Houston State
23030,2019-03-06,Tulane,70,Florida,75,Florida
23031,2019-03-06,DePaul,101,Georgetown,69,DePaul
23032,2019-03-06,Vanderbilt,48,Central Arkansas,84,Central Arkansas
23033,2019-03-06,Notre Dame,62,Clemson,64,Clemson
23034,2019-03-06,New Mexico State,73,Boise State,72,New Mexico State
23035,2019-03-06,NC State,61,Georgia Southern,63,Georgia Southern
23036,2019-03-06,UTEP,53,Middle Tenn.,69,Middle Tenn.
23037,2019-03-06,Northwestern State,68,Ohio,50,Northwestern State
23038,2019-03-06,Baylor,64,Oklahoma State,67,Oklahoma State
23039,2019-03-06,Long Beach St.,70,UC Riverside,57,Long Beach St.
23040,2019-03-06,San Diego,74,Fresno State,76,Fresno State
23041,2019-03-06,Washington State,81,Oregon,76,Washington State
23042,2019-03-06,San Jose State,71,Wyoming,81,Wyoming
23043,2019-03-06,Illinois-Chicago,71,UT Martin,78,UT Martin
23044,2019-03-06,Washington State,61,Oregon,72,Oregon
23045,2019-03-07,Radford,84,Presbyterian,76,Radford
23046,2019-03-07,Winthrop,63,Charleston,77,Charleston
23047,2019-03-07,Marist,68,St. Peter's,71,St. Peter's
23048,2019-03-07,Campbell,86,Hampton,77,Campbell
23049,2019-03-07,Wisconsin,65,Northern Iowa,45,Wisconsin
23050,2019-03-07,Liberty,71,Florida,63,Liberty
23051,2019-03-07,Indiana State,55,Valparaiso,77,Valparaiso
23052,2019-03-07,Coastal Caro.,92,Alabama State,70,Coastal Caro.
23053,2019-03-07,UCF,58,Cincinnati,55,UCF
23054,2019-03-07,Appalachian St.,72,Troy,64,Appalachian St.
23055,2019-03-07,Bucknell,77,Holy Cross,65,Bucknell
23056,2019-03-07,American University,56,Navy,60,Navy
23057,2019-03-07,UConn,71,Temple,78,Temple
23058,2019-03-07,Colgate,81,Boston U.,69,Colgate
23059,2019-03-07,Lehigh,75,Army,70,Lehigh
23060,2019-03-07,S. Carolina St.,87,Savannah State,90,Savannah State
23061,2019-03-07,Arkansas-Little Rock,72,Louisiana Tech,77,Louisiana Tech
23062,2019-03-07,UMES,70,Delaware State,64,UMES
23063,2019-03-07,N.C. A&T,74,N.C. Central,52,N.C. A&T
23064,2019-03-07,Austin Peay,95,Morehead State,81,Austin Peay
23065,2019-03-07,Bethune-Cookman,56,Florida,64,Florida
23066,2019-03-07,Manhattan,57,Fairfield,53,Manhattan
23067,2019-03-07,Central Arkansas,73,La.-Monroe,72,Central Arkansas
23068,2019-03-07,Lipscomb,78,NJIT,55,Lipscomb
23069,2019-03-07,UTRGV,79,Cal Baptist,82,Cal Baptist
23070,2019-03-07,Norfolk State,95,Howard,98,Howard
23071,2019-03-07,Illinois-Chicago,74,Indiana State,92,Indiana State
23072,2019-03-07,Morgan State,69,Coppin State,83,Coppin State
23073,2019-03-07,Gardner-Webb,75,High Point,69,Gardner-Webb
23074,2019-03-07,North Texas,99,Alcorn State,72,North Texas
23075,2019-03-07,Utah Valley,53,Northern Colo.,70,Northern Colo.
23076,2019-03-07,Prairie View A&M,73,Southern Univ.,55,Prairie View A&M
23077,2019-03-07,Grambling State,93,Alabama State,66,Grambling State
23078,2019-03-07,Jackson State,66,Alabama State,47,Jackson State
23079,2019-03-07,Utah Valley,82,Grand Canyon,70,Utah Valley
23080,2019-03-07,Pepperdine,61,Pacific,53,Pepperdine
23081,2019-03-07,Sam Houston State,90,SMU,79,Sam Houston State
23082,2019-03-07,Colorado,93,UCLA,68,Colorado
23083,2019-03-07,Weber State,93,Idaho,59,Weber State
23084,2019-03-07,Idaho,62,Eastern Wash.,91,Eastern Wash.
23085,2019-03-07,Illinois-Chicago,65,Evansville,60,Illinois-Chicago
23086,2019-03-07,Utah Valley,83,USC,74,Utah Valley
23087,2019-03-07,CSUN,74,UC Santa Barb.,76,UC Santa Barb.
23088,2019-03-07,Jacksonville State,88,UT Martin,81,Jacksonville State
23089,2019-03-07,Seattle,63,CSU Bakersfield,57,Seattle
23090,2019-03-07,UC Davis,69,Hawaii,76,Hawaii
23091,2019-03-07,Cal Poly,72,UC Irvine,110,UC Irvine
23092,2019-03-07,Sacramento St.,70,Montana State,67,Sacramento St.
23093,2019-03-07,Portland,81,Montana State,69,Portland
23094,2019-03-07,Monmouth,76,Niagara,72,Monmouth
23095,2019-03-07,Stanford,59,California Baptist,64,California Baptist
23096,2019-03-07,San Diego,67,Portland,47,San Diego
23097,2019-03-08,Loyola Chicago,67,Valparaiso,54,Loyola Chicago
23098,2019-03-08,Missouri,58,Bradley,61,Bradley
23099,2019-03-08,Princeton,63,Brown,67,Brown
23100,2019-03-08,VMI,96,Western Caro.,83,VMI
23101,2019-03-08,Radford,63,Charleston,54,Radford
23102,2019-03-08,Buffalo,84,Bowling Green,73,Buffalo
23103,2019-03-08,Kent State,68,Akron,65,Kent State
23104,2019-03-08,Maryland-Eastern Shore,69,Minnesota,60,Maryland-Eastern Shore
23105,2019-03-08,Cornell,72,Harvard,59,Cornell
23106,2019-03-08,Drake,78,Illinois-Chicago,62,Drake
23107,2019-03-08,Ohio,66,Ohio,57,Ohio
23108,2019-03-08,Ball State,57,Northern Ill.,64,Northern Ill.
23109,2019-03-08,Iona,73,St. Peter's,71,Iona
23110,2019-03-08,Western Mich.,75,Central Mich.,82,Central Mich.
23111,2019-03-08,Penn State,77,Yale,66,Penn State
23112,2019-03-08,Columbia,70,Dartmouth,66,Columbia
23113,2019-03-08,Toledo,64,Eastern Mich.,58,Toledo
23114,2019-03-08,Virginia Tech,84,Miami (Fla.),70,Virginia Tech
23115,2019-03-08,Samford,100,Citadel,71,Samford
23116,2019-03-08,Belmont,83,Austin Peay,67,Belmont
23117,2019-03-08,Campbell,74,Gardner-Webb,79,Gardner-Webb
23118,2019-03-08,LMU,65,Pepperdine,68,Pepperdine
23119,2019-03-08,VCU,75,Saint Joseph's (PA),63,VCU
23120,2019-03-08,Canisius,69,Manhattan,65,Canisius
23121,2019-03-08,Southern Ill.,58,UNI,61,UNI
23122,2019-03-08,Murray State,76,Jacksonville State,74,Murray State
23123,2019-03-08,Santa Clara,45,San Diego,62,San Diego
23124,2019-03-09,BYU,57,San Diego,80,San Diego
23125,2019-03-09,Auburn,84,East Tennessee State,80,Auburn
23126,2019-03-09,Wofford,99,VMI,72,Wofford
23127,2019-03-09,Wake Forest,57,Florida,65,Florida
23128,2019-03-09,Fairleigh D'son,66,Robert Morris,62,Fairleigh D'son
23129,2019-03-09,Marshall,76,Florida,61,Marshall
23130,2019-03-09,Providence,83,Butler,70,Providence
23131,2019-03-09,Clemson,67,Syracuse,55,Clemson
23132,2019-03-09,North Texas,56,TCU,69,TCU
23133,2019-03-09,Pittsburgh,56,Notre Dame,53,Pittsburgh
23134,2019-03-09,Seton Hall,79,Villanova,75,Seton Hall
23135,2019-03-09,UMBC,62,Albany,54,UMBC
23136,2019-03-09,South Carolina,66,Georgia Southern,46,South Carolina
23137,2019-03-09,St. Bonaventure,66,Saint Louis,57,St. Bonaventure
23138,2019-03-09,Mississippi St.,92,North Texas,81,Mississippi St.
23139,2019-03-09,Kentucky,66,Florida,57,Kentucky
23140,2019-03-09,Kansas,78,Baylor,70,Kansas
23141,2019-03-09,Boston College,47,NC State,73,NC State
23142,2019-03-09,Northern Iowa,73,North Texas,80,North Texas
23143,2019-03-09,Washington State,65,George Mason,81,George Mason
23144,2019-03-09,Coastal Caro.,67,Troy,74,Troy
23145,2019-03-09,St. Francis (Pa.),72,LIU Brooklyn,64,St. Francis (Pa.)
23146,2019-03-09,Appalachian St.,71,Alabama State,78,Alabama State
23147,2019-03-09,East Tenn. St.,68,Chattanooga,64,East Tenn. St.
23148,2019-03-09,Marquette,84,Georgetown,86,Georgetown
23149,2019-03-09,Northwestern State,57,Purdue Fort Wayne,70,Purdue Fort Wayne
23150,2019-03-09,Chicago State,61,UMKC,76,UMKC
23151,2019-03-09,UAB,64,Old Dominion,50,UAB
23152,2019-03-09,UT Arlington ,81,North Texas,73,UT Arlington 
23153,2019-03-09,Southern Miss,81,UTSA,48,Southern Miss
23154,2019-03-09,Washington State,77,Oregon,85,Oregon
23155,2019-03-09,Loyola Chicago,51,Bradley,53,Bradley
23156,2019-03-09,Missouri,68,Mississippi State,73,Mississippi State
23157,2019-03-09,Colorado,60,UNLV,65,UNLV
23158,2019-03-09,Rhode Island,94,Massachusetts,75,Rhode Island
23159,2019-03-09,Virginia Tech,73,Louisville,68,Virginia Tech
23160,2019-03-09,N'western St.,63,Central Ark.,70,Central Ark.
23161,2019-03-09,Oklahoma State,85,Virginia Tech,77,Oklahoma State
23162,2019-03-09,La Salle,72,Fordham,57,La Salle
23163,2019-03-09,Arkansas-Little Rock,62,La.-Monroe,79,La.-Monroe
23164,2019-03-09,James Madison,74,Towson,73,James Madison
23165,2019-03-09,Arizona,64,Arizona,72,Arizona
23166,2019-03-09,Seattle,83,Grand Canyon,76,Seattle
23167,2019-03-09,Temple,67,UCF,62,Temple
23168,2019-03-09,Abilene Christian,81,Incarnate Word,52,Abilene Christian
23169,2019-03-09,Nicholls State,69,Southeastern La.,63,Nicholls State
23170,2019-03-09,Central Arkansas,87,Louisiana Tech,90,Louisiana Tech
23171,2019-03-09,Colorado,78,USC,67,Colorado
23172,2019-03-09,Hartford,78,Mass.-Lowell,70,Hartford
23173,2019-03-09,Xavier,81,St. John's ,68,Xavier
23174,2019-03-09,Ga. Southern,85,Georgia Southern,90,Georgia Southern
23175,2019-03-09,Mississippi Val.,57,Ark.-Pine Bluff,91,Ark.-Pine Bluff
23176,2019-03-09,Lamar,83,McNeese State,58,Lamar
23177,2019-03-09,SFA,57,Sam Houston State,68,Sam Houston State
23178,2019-03-09,Grambling State,66,Alabama State,58,Grambling State
23179,2019-03-09,North Carolina State,79,Duke,70,North Carolina State
23180,2019-03-09,Wyoming,88,New Mexico State,81,Wyoming
23181,2019-03-09,UNCG,77,Samford,70,UNCG
23182,2019-03-09,Central Arkansas,82,Alabama State,70,Central Arkansas
23183,2019-03-09,Drake,58,UNI,60,UNI
23184,2019-03-09,Prairie View A&M,98,Alcorn State,64,Prairie View A&M
23185,2019-03-09,North Texas,76,Sam Houston State,69,North Texas
23186,2019-03-09,Richmond,69,Davidson,73,Davidson
23187,2019-03-09,Penn State,58,Brown,51,Penn State
23188,2019-03-09,Princeton,59,Yale,81,Yale
23189,2019-03-09,Kansas,68,Oklahoma State,53,Kansas
23190,2019-03-09,Jackson State,82,Alabama State,70,Jackson State
23191,2019-03-09,Elon,86,UNCW,93,UNCW
23192,2019-03-09,Quinnipiac,92,Monmouth,98,Monmouth
23193,2019-03-09,Vermont,73,Maine,57,Vermont
23194,2019-03-09,FIU,73,North Texas,58,FIU
23195,2019-03-09,Columbia,81,Harvard,83,Harvard
23196,2019-03-09,Northern Colo.,78,Northern Ariz.,89,Northern Ariz.
23197,2019-03-09,Utah Valley,92,UCLA,81,Utah Valley
23198,2019-03-09,Stony Brook,72,Binghamton,78,Binghamton
23199,2019-03-09,Duquesne,67,Dayton,78,Dayton
23200,2019-03-09,Boise State,80,Air Force,52,Boise State
23201,2019-03-09,Cornell,66,Dartmouth,51,Cornell
23202,2019-03-09,Fresno State,121,San Jose State,81,Fresno State
23203,2019-03-09,South Dakota,76,Illinois-Chicago,79,Illinois-Chicago
23204,2019-03-09,Belmont,65,Murray State,77,Murray State
23205,2019-03-09,Mich. St. ,75,Michigan State,63,Mich. St. 
23206,2019-03-09,Creighton,91,DePaul,78,Creighton
23207,2019-03-09,UC Davis,70,UC Riverside,71,UC Riverside
23208,2019-03-09,Rice,70,Charlotte,78,Charlotte
23209,2019-03-09,North Texas,77,Southern Univ.,87,Southern Univ.
23210,2019-03-09,LSU,80,Vanderbilt,59,LSU
23211,2019-03-09,Furman,85,Mercer,74,Furman
23212,2019-03-09,Middle Tenn.,48,UTEP,47,Middle Tenn.
23213,2019-03-09,Tulane,79,Wichita State,82,Wichita State
23214,2019-03-09,Weber State,77,Eastern Wash.,80,Eastern Wash.
23215,2019-03-09,New Mexico State,75,Cal Baptist,63,New Mexico State
23216,2019-03-09,Utah Valley,76,CSU Bakersfield,61,Utah Valley
23217,2019-03-09,Idaho,70,Idaho,68,Idaho
23218,2019-03-09,Rider,81,Siena,87,Siena
23219,2019-03-09,Nebraska-Omaha,81,North Dakota,76,Nebraska-Omaha
23220,2019-03-09,Memphis,66,Tulsa,63,Memphis
23221,2019-03-09,Washington State,47,Oregon,55,Oregon
